Noise - Residential,40.82326066693898,-73.94511290332794
Noise - Residential,40.7209043637818,-73.98079322684345
Noise - Residential,40.85176601224075,-73.92793410162689
Noise - Residential,40.70220203020948,-73.78027302967551
Noise - Residential,40.746695857572966,-73.88223895216899
Noise - Residential,40.72238976571024,-73.80951881866362
Noise - Residential,40.77483948054298,-73.98649310039363
Noise - Residential,40.73511427761911,-73.85025690433748
Noise - Residential,40.84122947033231,-73.9126108481007
Noise - Residential,40.68134825191077,-73.94349909395173
Noise - Residential,40.64968701732563,-74.00921474362302
Noise - Residential,40.85537861296511,-73.93345372121973
Noise - Residential,40.72073745471316,-73.98422407805248
Noise - Residential,40.85455863917999,-73.90015830400407
Noise - Residential,40.869028886546516,-73.84349422661482
Noise - Residential,40.68609465935116,-73.8748352951601
Noise - Residential,40.855557212827364,-73.92916990035032
Noise - Residential,40.689841176272296,-73.91353404884313
Noise - Residential,40.62302200314297,-74.02408132658368
Noise - Residential,40.72388231747389,-73.98015019007238
Noise - Residential,40.818146195271034,-73.95537401756984
Noise - Residential,40.83175099280666,-73.85237741323664
Noise - Residential,40.88316113269917,-73.84335246631841
Noise - Residential,40.69586608471848,-73.94502665070165
Noise - Residential,40.75471598468947,-73.94409738651308
Noise - Residential,40.87927030661255,-73.87336146954522
Noise - Residential,40.83588396825875,-73.9458758463922
Noise - Residential,40.68940781095999,-73.91394568123226
Noise - Residential,40.845022868272004,-73.93844460736872
Noise - Residential,40.80828879470571,-73.92644232796997
Noise - Residential,40.672137295724184,-73.95742919827345
Noise - Residential,40.7209043637818,-73.98079322684345
Noise - Residential,40.63113903931869,-74.02051034647911
Noise - Residential,40.72093182158359,-73.9808545478717
Noise - Residential,40.871348703520106,-73.88894958547674
Noise - Residential,40.86871558176139,-73.92114009182538
Noise - Residential,40.73358511915704,-73.89759006464574
Noise - Residential,40.72442166089238,-73.99115013131947
Noise - Residential,40.74429919170938,-73.88722701464378
Noise - Residential,40.73023962371282,-73.81276531584061
Noise - Residential,40.70361452346826,-73.88264326016314
Noise - Residential,40.86459495054377,-73.91991936455705
Noise - Residential,40.64787456317485,-73.96057984142486
Noise - Residential,40.85532083663724,-73.92863153568086
Noise - Residential,40.762416208910885,-73.79803334993929
Noise - Residential,40.711410504935444,-73.98247324976853
Noise - Residential,40.72073745471316,-73.98422407805248
Noise - Residential,40.76020021845051,-73.88243165937085
Noise - Residential,40.73262024907028,-74.00882209180654
Noise - Residential,40.737384328147535,-73.9837185584909
Noise - Residential,40.65121425820673,-73.92166747021332
Noise - Residential,40.81891022618337,-73.86502576051979
Noise - Residential,40.83628558491302,-73.9274955262169
Noise - Residential,40.63245117237169,-74.03198927619422
Noise - Residential,40.80743587948588,-73.85054212054783
Noise - Residential,40.76423539892975,-73.95861575805999
Noise - Residential,40.867871052543094,-73.86560972380374
Noise - Residential,40.85033046041675,-73.92781998963336
Noise - Residential,40.63333170661496,-73.9578178405703
Noise - Residential,40.769691132479885,-73.87175389667152
Noise - Residential,40.80207389040762,-73.93911280947297
Noise - Residential,40.71858169478498,-73.7630943705795
Noise - Residential,40.82341583268421,-73.82347627625693
Noise - Residential,40.639716385520074,-73.9454836732034
Noise - Residential,40.73716741252909,-73.85899921833276
Noise - Residential,40.88351775322821,-73.84524662635808
Noise - Residential,40.80689748778266,-73.85021461480137
Noise - Residential,40.71465331721771,-73.7807983221391
