NYPD,QUEENS,1221116,1
DPR,QUEENS,276544,2
DOT,QUEENS,265838,3
NYPD,BROOKLYN,1517791,1
DOT,BROOKLYN,285463,2
DPR,BROOKLYN,221457,3
NYPD,BRONX,849688,1
DOT,BRONX,96317,2
DOHMH,BRONX,70090,3
NYPD,MANHATTAN,997937,1
DOT,MANHATTAN,233827,2
DOHMH,MANHATTAN,107450,3
NYPD,STATEN ISLAND,182526,1
DOT,STATEN ISLAND,71369,2
DPR,STATEN ISLAND,63845,3
