STREET NAME ID,STREET PREFIX DIRECTION,STREET PREFIX TYPE,STREET NAME,STREET SUFFIX TYPE,STREET SUFFIX DIRECTION,STREET EXTENSION,POSTAL COMMUNITY,MUNICIPAL COMMUNITY,NOTATION,PRIVATE STREET,FRONTAGE ROAD
3063,,,MAGNOLIA CHASE,RD,,,BATON ROUGE,PARISH,,NO,NO
3064,,,MAGNOLIA,ST,,,ZACHARY,ZACHARY,,NO,NO
3065,N,,MAGNOLIA,DR,,,BAKER,BAKER,,NO,NO
3066,S,,MAGNOLIA,DR,,,BAKER,BAKER,,NO,NO
3067,W,,MAGNOLIA,DR,,,BAKER,BAKER,,NO,NO
3068,,,MAGNOLIALAKE,AVE,,,BATON ROUGE,PARISH,,NO,NO
3069,,,MAGNOLIA POINT,ST,,,BATON ROUGE,PARISH,,YES,NO
307,,AVENUE,J,,,,BATON ROUGE,BATON ROUGE,,NO,NO
3070,,,MAGNOLIA RIDGE,DR,,,BATON ROUGE,PARISH,,NO,NO
3071,,,MAGNOLIA WOOD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3073,,,MAHONEY,RD,,,PRIDE,PARISH,,NO,NO
3074,,,MAI FRANCES,PL,,,BATON ROUGE,PARISH,,NO,NO
3075,N,,MAIDEN,DR,,,BATON ROUGE,PARISH,,NO,NO
3076,S,,MAIDEN,DR,,,BATON ROUGE,PARISH,,NO,NO
3077,,,MAIN,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3078,,,BRITISH,LN,,,BATON ROUGE,PARISH,,NO,NO
308,,AVENUE,K,,,,BATON ROUGE,BATON ROUGE,,NO,NO
3080,N,,MAIN,ST,,,ZACHARY,ZACHARY,,NO,NO
3081,,,MAISON,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
3082,,,MAISON ORLEANS,CT,,,BATON ROUGE,PARISH,,NO,NO
3083,E,,MAJESTIC OAKS,PL,,,BATON ROUGE,PARISH,,NO,NO
3084,N,,MAJESTIC OAKS,PL,,,BATON ROUGE,PARISH,,NO,NO
3085,S,,MAJESTIC OAKS,PL,,,BATON ROUGE,PARISH,,NO,NO
3086,,,MAJOR OAK,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3087,,,MALCOLM,DR,,,BATON ROUGE,PARISH,,NO,NO
3088,,,MALEDA,DR,,,BAKER,PARISH,,NO,NO
3089,,,MALIBU,CT,,,CENTRAL,CENTRAL,,NO,NO
309,,AVENUE,L,,,,BATON ROUGE,BATON ROUGE,,NO,NO
3092,,,MALLARD,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3093,,,MALLORY,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3094,,,MALL WAY,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3095,,,MALVERN HILL,AVE,,,BATON ROUGE,PARISH,,NO,NO
3096,,,MALMAISON,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3097,,,MAMMOTH,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3098,,,MANASSAS,DR,,,BATON ROUGE,PARISH,,NO,NO
3099,,,MANCHAC LANDING,CT,,,BATON ROUGE,PARISH,,NO,NO
31,S,,22ND,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
310,,AVENUE,M,,,,BATON ROUGE,BATON ROUGE,,NO,NO
3100,,,MANCHESTER,AVE,,,BATON ROUGE,PARISH,,NO,NO
3101,,,MANCHESTER,DR,,,BAKER,"BAKER,PARISH",,NO,NO
3102,N,,MANCHESTER,DR,,,BATON ROUGE,PARISH,,NO,NO
3104,,,MANDA,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3105,,,MANHATTAN,ST,,,BAKER,BAKER,,NO,NO
3106,,,MANITOU,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3107,,,MANOR OAK,DR,,,BATON ROUGE,PARISH,,NO,NO
3108,,,MANORWOOD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3109,,,MANSFIELD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
311,,AVENUE,X,,,,ZACHARY,ZACHARY,,NO,NO
3110,,,MANSON,DR,,,BATON ROUGE,PARISH,,NO,NO
3112,,,MAPLE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3113,,,MAPLELAKE,CT,,,BATON ROUGE,PARISH,,NO,NO
3114,,,MAPLE RIDGE,AVE,,,BATON ROUGE,PARISH,,NO,NO
3115,,,MAPLE,ST,,,ZACHARY,ZACHARY,,NO,NO
3116,,,MAPLETON,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
3117,,,MAPLEWOOD,DR,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3118,,,MARC ANTONY,DR,,,BATON ROUGE,PARISH,,NO,NO
3119,,,MARCEL,AVE,,,BATON ROUGE,PARISH,,NO,NO
312,,AVENUE,Y,,,,ZACHARY,ZACHARY,,NO,NO
3120,,,MARCELLIOUS,LN,,,BATON ROUGE,BATON ROUGE,,NO,NO
3121,,,MARCH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3122,,,MARCH,ST,,,ZACHARY,ZACHARY,,NO,NO
3123,,,MARCI,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
3124,,,MARCIA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3125,,,MARGARET,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3127,,,MARGARET ANN,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3128,,,MARGARET SMITH,CT,,,BATON ROUGE,PARISH,,NO,NO
3129,,,MARGAUX,DR,,,BATON ROUGE,PARISH,,NO,NO
313,,AVENUE,Z,,,,ZACHARY,ZACHARY,,NO,NO
3130,,,MARGEBROOK,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3131,,,MARIANNE,DR,,,ZACHARY,ZACHARY,,NO,NO
3132,,,MARIBEL,CT,,,BATON ROUGE,PARISH,,NO,NO
3103,,,MANCUSO,LN,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3133,E,,MARIBEL,CT,,,BATON ROUGE,PARISH,,NO,NO
3134,N,,MARIBEL,CT,,,BATON ROUGE,PARISH,,NO,NO
3135,W,,MARIBEL,CT,,,BATON ROUGE,PARISH,,NO,NO
3136,,,MARIBEL,DR,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3137,,,MARIE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3138,,,MARIGOLD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3139,,,MARILYN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
314,,,AVIS,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3140,S,,MARILYN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3141,,,MARINER,DR,,,BATON ROUGE,PARISH,,NO,NO
3142,,,MARINWOOD,AVE,,,BATON ROUGE,PARISH,,NO,NO
3143,,,MARION,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3144,,,MARIONETTE,DR,,,BATON ROUGE,PARISH,,NO,NO
3145,,,MARJORIE,DR,,,BATON ROUGE,PARISH,,NO,NO
3146,,,MARKET CROSS,RD,,,BATON ROUGE,BATON ROUGE,,NO,NO
3147,,,MARKET PLACE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3148,,,MARLBROOK,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3149,,,MARLIN,AVE,,,CENTRAL,CENTRAL,,NO,NO
315,,,AVOCADO,DR,,,BATON ROUGE,PARISH,,NO,NO
3150,E,,MARLIN,DR,,,CENTRAL,CENTRAL,,NO,NO
3151,,,MARLO,DR,,,BATON ROUGE,PARISH,,NO,NO
3152,,,MARQUE ANN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3153,N,,MARQUE ANN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3154,,,MARQUETTE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3155,E,,MARSDEN,PL,,,BATON ROUGE,PARISH,,NO,NO
3156,S,,MARSDEN,PL,,,BATON ROUGE,PARISH,,NO,NO
3157,W,,MARSDEN,PL,,,BATON ROUGE,PARISH,,NO,NO
3158,,,MARSH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3159,,,MARSHALL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
316,,,AVOCET,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3160,,,MARSHALL,ST,,,ZACHARY,ZACHARY,,NO,NO
3162,,,MARTIN,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3163,,,MARTIN,DR,,,ZACHARY,ZACHARY,,NO,NO
3164,,,MARTIN,RD,,,BATON ROUGE,PARISH,,NO,NO
3165,,,MARTIN RIDGE,DR,,,BATON ROUGE,PARISH,,NO,NO
3166,,,MARTINIQUE,DR,,,BATON ROUGE,PARISH,,NO,NO
3167,,,MARTY,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3169,,,MARWEDE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
317,,,AVONDALE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3170,,,MARWOOD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3171,,,MARY ANN,PL,,,BATON ROUGE,BATON ROUGE,,NO,NO
3172,,,MARY EDITH,PL,,,BATON ROUGE,PARISH,,NO,NO
3173,,,MARY ELIZABETH,AVE,,,BATON ROUGE,PARISH,,NO,NO
3174,,,MARY ELLEN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3175,,,MARY EVERS,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3176,,,MARY LOU,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3177,,,MARY LOUISE,AVE,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3178,,,MARY RUTH,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3179,,,MARY,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3180,,,MARY SUE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3181,,,MARYDON,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3182,,,MARYLAND,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3183,,,MASON,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3184,,,MAST,DR,,,BATON ROUGE,PARISH,,NO,NO
3185,,,MASTERS POINTE,CT,,,BATON ROUGE,PARISH,,YES,NO
3186,,,MASTERSON,DR,,,BATON ROUGE,PARISH,,NO,NO
3187,,,MATILDA,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3188,,,MATTHEWS,ST,,,BATON ROUGE,PARISH,,NO,NO
3189,,,MAUREEN,DR,,,BAKER,BAKER,,NO,NO
319,N,,AZALEA,AVE,,,BAKER,BAKER,,NO,NO
3190,,,MAUREEN CONNOLLY,DR,,,BATON ROUGE,PARISH,,NO,NO
3192,,,MAVIS,DR,,,BATON ROUGE,PARISH,,NO,NO
3193,,,MAXINE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3194,,,MAXIMILIAN,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3196,,,MAY BELLE,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
3197,,,MAY,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3198,,,MAYAN,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3199,,,MAYFAIR,DR,,,BATON ROUGE,PARISH,,NO,NO
32,N,,23RD,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
320,E,,AZALEA,AVE,,,BAKER,BAKER,,NO,NO
3200,,,MAYFAIR HILL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3201,,,MAYFLOWER,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3202,,,MAYHAW,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3203,,,MAYWOOD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3204,,,MC BAN,CIR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3206,,,MC CALOP,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3207,,,MC CANN,DR,,,BATON ROUGE,PARISH,,YES,NO
3208,,,MC CARROLL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3209,,,MC CASTLE,AVE,,,BATON ROUGE,PARISH,,NO,NO
321,W,,AZALEA,AVE,,,BAKER,BAKER,,NO,NO
3210,,,MC CLELLAND,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
3211,,,MC CLELLAND,DR,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3212,,,MC CLUNG,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3213,,,MC CLURE,ST,,,BATON ROUGE,PARISH,,NO,NO
3214,,,MC CONNELL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3215,,,MC CORMICK,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
3216,,,MC CULLOUGH,RD,,,ZACHARY,CENTRAL,,NO,NO
3217,,,MC DONALD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3218,,,MC GEHEE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3219,,,MC GRATH,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
322,,,AZALEA LAKES,AVE,,,BATON ROUGE,PARISH,,NO,NO
3220,,,MC GUIRE,AVE,,,BATON ROUGE,PARISH,,NO,NO
3221,,,MACHOST,RD,,,ZACHARY,ZACHARY,,NO,NO
3223,,,MC HUGH,DR,,,ZACHARY,ZACHARY,,NO,NO
3224,,,MC HUGH,RD,,,"BAKER,ZACHARY","BAKER,PARISH,ZACHARY",,NO,NO
3227,E,,MC KINLEY,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3228,W,,MC KINLEY,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3229,,,MC LEMORE,DR,,,BATON ROUGE,PARISH,,NO,NO
323,,,AZALEA,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3230,,,MC MICHAEL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3231,,,MC NEIL,AVE,,,BATON ROUGE,PARISH,,NO,NO
3232,,,MC QUAID,DR,,,BATON ROUGE,PARISH,,NO,NO
3233,,,MC SHAY,AVE,,,BATON ROUGE,PARISH,,NO,NO
3234,,,MC VEA,ST,,,BAKER,BAKER,,NO,NO
3236,,,MEAD,RD,,,BATON ROUGE,BATON ROUGE,,NO,NO
3237,,,MEADOW,AVE,,,BATON ROUGE,PARISH,,NO,NO
3238,,,MEADOWS,BLVD,,,BAKER,BAKER,,NO,NO
3239,,,MEADOW BEND,DR,,,BATON ROUGE,PARISH,,NO,NO
324,,,SHORELINE,DR,,,BATON ROUGE,PARISH,,NO,NO
3240,,,MEADOW BRYAN,DR,,,BATON ROUGE,PARISH,,NO,NO
3241,,,MEADOW CREEK,AVE,,,BATON ROUGE,PARISH,,NO,NO
3242,,,MEADOW CROSSING,DR,,,BATON ROUGE,PARISH,,NO,NO
3243,,,MEADOW GLEN,AVE,,,ZACHARY,PARISH,,NO,NO
3244,,,MEADOW LAKE,DR,,,BATON ROUGE,PARISH,,NO,NO
3246,,,MEADOW LEA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3247,,,MEADOW PARK,AVE,,,BATON ROUGE,PARISH,,NO,NO
3248,,,MEADOW RIDGE,DR,,,BATON ROUGE,PARISH,,NO,NO
3249,,,MEADOWBROOK,AVE,,,BATON ROUGE,PARISH,,NO,NO
325,,,AZIE,AVE,,,BAKER,BAKER,,NO,NO
3250,,,MEADOWDALE,DR,,,BATON ROUGE,PARISH,,NO,NO
3251,,,MEADOWLANE,DR,,,BATON ROUGE,PARISH,,NO,NO
3252,,,MEADOWMERE,DR,,,BATON ROUGE,PARISH,,NO,NO
3253,,,MEADOWVIEW,AVE,,,BATON ROUGE,PARISH,,NO,NO
3254,,,MEADOWOOD,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3256,,,MEDICAL CENTER,DR,,,BATON ROUGE,"BATON ROUGE,PARISH",,YES,NO
3257,,,MEEKER,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3258,,,MELANIE,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3259,,,MELBAN,ST,,,BAKER,BAKER,,NO,NO
326,,,AZROK,AVE,,,BATON ROUGE,PARISH,,NO,NO
3260,S,,MELBOURNE,AVE,,,BATON ROUGE,PARISH,,NO,NO
3262,,,MELON,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
3263,,,MELPOMENE,DR,,,BAKER,PARISH,,NO,NO
3264,,,MELROSE,BLVD,,,BATON ROUGE,BATON ROUGE,,NO,NO
3265,,,MEMBERS,PL,,,BATON ROUGE,PARISH,,NO,NO
3266,,,MEMPHIS,DR,,,BATON ROUGE,PARISH,,NO,NO
3267,,,MEMO,PL,,,BATON ROUGE,PARISH,,NO,NO
3268,,,MEMORY,LN,,,CENTRAL,CENTRAL,,NO,NO
3269,,,MENDENHAL,AVE,,,BATON ROUGE,PARISH,,NO,NO
327,,,AZTEC,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3270,E,,MENDENHAL,DR,,,BATON ROUGE,PARISH,,NO,NO
3271,,,MENGEL,RD,,,BATON ROUGE,BATON ROUGE,,NO,NO
3272,,,MENLO,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3273,,,MENSIA,PL,,,BATON ROUGE,BATON ROUGE,,NO,NO
3274,,,MERCANTILE,DR,,,BATON ROUGE,PARISH,,NO,NO
3275,N,,MERCHANT,CT,,,BATON ROUGE,PARISH,,NO,NO
3276,,,MERCHANT,DR,,,BATON ROUGE,PARISH,,NO,NO
3277,,,MEREDITH,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3278,,,MERGANZER,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3279,,,MERLE GUSTAFSON,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3280,,,MERLIN,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3281,,,MERRIMAC,AVE,,,BATON ROUGE,PARISH,,NO,NO
3282,,,MERRITT ANNE,DR,,,BATON ROUGE,PARISH,,NO,NO
3284,,,MERRYDALE,AVE,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3285,,,MESA VERDE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3286,,,MESBURY,DR,,,BATON ROUGE,PARISH,,NO,NO
3287,,,METAIRIE,DR,,,BATON ROUGE,PARISH,,NO,NO
3289,,,MIAMI,DR,,,BATON ROUGE,PARISH,,NO,NO
329,,,BABIN,RD,,,BATON ROUGE,PARISH,,NO,NO
3290,,,MICHAEL,ST,,,BATON ROUGE,PARISH,,NO,NO
3291,,,MICHEL DELVING,RD,,,BATON ROUGE,PARISH,,NO,NO
3293,,,MICHELLI,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3294,,,MICHON,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3295,,,MICKENS,RD,,,BATON ROUGE,PARISH,,NO,NO
3296,,,HICO,DR,,,BAKER,BAKER,,NO,NO
3297,,,MIDDLESEX,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3299,,,MIDDLEWOOD,DR,,,BAKER,BAKER,,NO,NO
33,N,,24TH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3301,,,MIDWAY,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3302,S,,MIKE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3303,,,MIKE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3304,,,MILFORD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3306,E,,MILLBURN,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3307,,,MILLBURN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3308,,,MILLDALE,RD,,,"PRIDE,ZACHARY",PARISH,,NO,NO
3310,,,MILLER,RD,,,BATON ROUGE,PARISH,,NO,NO
3312,,,MILLERVILLE,RD,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3313,,,MILLGATE,PL,,,BATON ROUGE,BATON ROUGE,,NO,NO
3314,,,MILLICAN,LN,,,BAKER,PARISH,,YES,NO
3315,,,MILLS,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3316,,,MILLS,ST,,,ZACHARY,ZACHARY,,NO,NO
3317,,,MILLS POINTE,DR,,,ZACHARY,ZACHARY,,NO,NO
3319,,,MILLSTONE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
332,,,BACKCOURT,DR,,,BATON ROUGE,PARISH,,NO,NO
3320,,,MILLWOOD,DR,,,BATON ROUGE,PARISH,,NO,NO
3321,,,MILNOR,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3322,N,,MILSTEAD,PL,,,CENTRAL,CENTRAL,,NO,NO
3323,S,,MILSTEAD,PL,,,CENTRAL,CENTRAL,,NO,NO
3324,W,,MILSTEAD,PL,,,CENTRAL,CENTRAL,,NO,NO
3325,,,MIMOSA,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3326,,,MINDEN,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3327,,,MINNESOTA,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3329,,,MINOU,AVE,,,BATON ROUGE,PARISH,,NO,NO
333,,,BADLEY,RD,,,BATON ROUGE,BATON ROUGE,,NO,NO
3330,,,MINT,DR,,,BATON ROUGE,PARISH,,NO,NO
3331,,,MIRAFLORES,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3332,,,MIRKWOOD,AVE,,,BATON ROUGE,PARISH,,NO,NO
3333,,,MISSION,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3334,N,,MISSION HILLS,AVE,,,BATON ROUGE,PARISH,,YES,NO
3335,S,,MISSION HILLS,AVE,,,BATON ROUGE,PARISH,,YES,NO
3336,,,MISSIONARY RIDGE,CT,,,BATON ROUGE,PARISH,,NO,NO
3337,,,MISSISSIPPI,ST,,,BAKER,BAKER,,NO,NO
3338,,,MISSISSIPPI,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3339,,,MISSOURI,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3341,,,MISTY CREEK,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3342,,,MISTY HOLLOW,AVE,,,BATON ROUGE,PARISH,,NO,NO
3343,,,MISTY MEADOW,LN,,,ZACHARY,PARISH,,NO,NO
3344,,,MISTY OAKS,AVE,,,BAKER,PARISH,,NO,NO
331,,,BACON,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3309,,,JAMES C ARCHIE,ST,,,BATON ROUGE,PARISH,,NO,NO
3345,,,MISTY VALE,AVE,,,BATON ROUGE,PARISH,,NO,NO
3346,,,MITCHELL,ST,,,BAKER,BAKER,,NO,NO
3347,,,MOBILE,DR,,,BATON ROUGE,PARISH,,NO,NO
3348,,,MOCKINGBIRD,LN,,,BATON ROUGE,BATON ROUGE,,NO,NO
3349,,,MODESTO,AVE,,,BATON ROUGE,PARISH,,NO,NO
335,,,BAHIN,CT,N,,BATON ROUGE,BATON ROUGE,,NO,NO
3350,,,MODOC,AVE,,,BATON ROUGE,PARISH,,NO,NO
3351,E,,MOHAWK,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3352,W,,MOHAWK,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3353,,,MOHICAN,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
16874,,,VET SCHOOL,LN,,,BATON ROUGE,BATON ROUGE,,NO,NO
3355,,,MOLINO,DR,,,BAKER,BAKER,,NO,NO
3356,,,MOLLY,AVE,,,BATON ROUGE,PARISH,,NO,NO
3357,,,MOLLYLEA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3358,,,MONACO,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3359,,,MONARCH,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
336,,,BAHIN,CT,S,,BATON ROUGE,BATON ROUGE,,NO,NO
3360,E,,MONARCH,AVE,,,BATON ROUGE,PARISH,,NO,NO
3361,,,MONET,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3362,,,MONHEGAN,AVE,,,BAKER,CENTRAL,,NO,NO
3363,,,MONICA,AVE,,,BATON ROUGE,PARISH,,NO,NO
3364,,,MONITEAU,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
3365,,,MONITOR,AVE,,,BATON ROUGE,PARISH,,NO,NO
3367,,,MONMOUTH,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3368,,,MONROE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3369,,,MONROE,ST,,,BAKER,BAKER,,NO,NO
337,,,BAHM,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3371,,,MONTCLAIR,CT,,,BATON ROUGE,PARISH,,NO,NO
3372,,,MONTE SANO,AVE,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
3373,,,MONTERREY,BLVD,,,BATON ROUGE,BATON ROUGE,,NO,NO
3374,,,MONTGOMERY,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3375,,,MONTICELLO,BLVD,,,BATON ROUGE,PARISH,,NO,NO
3376,,,MONTREAL,DR,,,BATON ROUGE,PARISH,,NO,NO
3377,,,MONTROSE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3378,,,MOON,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
3379,,,MOORE,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
338,,,BAILEY,DR,,,BATON ROUGE,PARISH,,NO,NO
3380,,,MOORSTONE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
3381,,,MORA,DR,,,BATON ROUGE,PARISH,,NO,NO
3382,,,MOREHOUSE,ST,,,BAKER,BAKER,,NO,NO
3383,,,MOREL,AVE,,,BATON ROUGE,PARISH,,NO,NO
3384,,,MORELAND,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3385,,,MORGAN HILL,CT,,,CENTRAL,CENTRAL,,NO,NO
3386,,,MORGAN MEADOW,AVE,,,CENTRAL,CENTRAL,,NO,NO
3387,,,MORGAN,RD,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
3388,,,MORGANFIELD,AVE,,,CENTRAL,CENTRAL,,NO,NO
3389,,,MORLAIX,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
339,,,BAINBRIDGE,AVE,,,BATON ROUGE,PARISH,,NO,NO
3390,,,MORNINGDALE,DR,,,BATON ROUGE,PARISH,,YES,NO
3391,,,MORNING GLORY,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
3392,,,MORNINGSIDE,LN,,,BATON ROUGE,BATON ROUGE,,NO,NO
3393,,,MORNING VIEW,CT,,,BATON ROUGE,PARISH,,NO,NO
3394,,,MORROW,AVE,,,ZACHARY,PARISH,,NO,NO
3395,,,MORSEWOOD,DR,,,BATON ROUGE,PARISH,,NO,NO
3396,N,,MORVANT,PL,,,BAKER,BAKER,,NO,NO
3397,S,,MORVANT,PL,,,BAKER,BAKER,,NO,NO
3398,W,,MORVANT,PL,,,BAKER,BAKER,,NO,NO
3399,,,MORVANT,RD,,,BAKER,BAKER,,NO,NO
34,N,,25TH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
340,,,BAINS,CT,,,BAKER,PARISH,,NO,NO
3400,,,MOSHER,CT,,,BATON ROUGE,PARISH,,NO,NO
