STREET NAME ID,STREET PREFIX DIRECTION,STREET PREFIX TYPE,STREET NAME,STREET SUFFIX TYPE,STREET SUFFIX DIRECTION,STREET EXTENSION,POSTAL COMMUNITY,MUNICIPAL COMMUNITY,NOTATION,PRIVATE STREET,FRONTAGE ROAD
1,N,,4TH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
10,S,,11TH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
100,,,ADDINGTON,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000,W,,CHALFONT,DR,,,BATON ROUGE,PARISH,,NO,NO
1000001,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000002,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000003,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000004,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000005,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000006,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000007,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000008,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000009,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000010,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000011,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000012,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000013,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000014,,,PRIVATE ALLEY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000015,,,PRIVATE ALLEY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000017,,,PRIVATE ALLEY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000018,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000021,,,PRIVATE ALLEY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000022,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000023,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000024,,,PRIVATE ALLEY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000025,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000026,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000027,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000028,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000029,,,PRIVATE ALLEY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000030,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000031,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000033,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000034,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000035,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000036,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000037,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000038,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000039,,,PRIVATE ALLEY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1000040,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000041,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000042,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000043,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000047,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000048,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000049,,,PRIVATE ALLEY,,,,BATON ROUGE,PARISH,,NO,NO
1000050,,,PRIVATE ALLEY,,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1000051,,,PRIVATE ALLEY,,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1000052,,,PRIVATE ALLEY,,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1000053,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
1000054,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
1000055,,,PRIVATE ALLEY,,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1000056,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
1000057,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
1000058,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
1000059,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
1000060,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
1000061,,,PRIVATE ALLEY,,,,CENTRAL,CENTRAL,,NO,NO
10001,,,MORGAN SPRINGS,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
10002,,,SILVER SPRINGS,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
10003,,,GLENWOOD SPRINGS,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
10004,,,SEDONA PINES,DR,,,BATON ROUGE,PARISH,,NO,NO
10006,,,LAKE,CT,,,ZACHARY,ZACHARY,,NO,NO
10007,,,WILLOW CREEK,DR,,,ZACHARY,ZACHARY,,NO,NO
10008,,,HILLSPRINGS,AVE,,,BATON ROUGE,PARISH,,NO,NO
10009,,,HILLRIDGE,AVE,,,BATON ROUGE,PARISH,,NO,NO
1001,,,CHALICE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
10010,,,HILLPARK,AVE,,,BATON ROUGE,PARISH,,NO,NO
10011,,,DAKOTA SKY,LN,,,GREENWELL SPRINGS,CENTRAL,,YES,NO
10012,,,COREY LEIGH,DR,,,GREENWELL SPRINGS,CENTRAL,,YES,NO
10013,,,BURDEN,LN,,,BATON ROUGE,PARISH,,YES,NO
10014,,,SAINT JEAN,DR,,,BATON ROUGE,PARISH,,YES,NO
10015,E,,SAINT JEAN,DR,,,BATON ROUGE,PARISH,,YES,NO
10016,W,,SAINT JEAN,DR,,,BATON ROUGE,PARISH,,YES,NO
10017,,,CEDAR,CT,,,BATON ROUGE,PARISH,,NO,NO
10018,,,CEDAR,CIR,,,BATON ROUGE,PARISH,,NO,NO
10019,,,CEDAR POINTE,BLVD,,,BATON ROUGE,PARISH,,NO,NO
1002,,,CHALMA,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
10021,,,OLD HOOPER,RD,,,BATON ROUGE,BATON ROUGE,,NO,NO
10022,,,WEBER,DR,,,BATON ROUGE,BATON ROUGE,,YES,NO
10023,,,VIS-A-VIS,AVE,,,BATON ROUGE,PARISH,,NO,NO
10024,,,LANDAU,DR,,,BATON ROUGE,PARISH,,NO,NO
10025,,,CARIOLE,DR,,,BATON ROUGE,PARISH,,NO,NO
10027,,,MONTRACHET,DR,,,BATON ROUGE,PARISH,,NO,NO
10029,,,PULIGNY,AVE,,,BATON ROUGE,PARISH,,NO,NO
1003,,,CHALMERS,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
10030,,,CHEVALIER,AVE,,,BATON ROUGE,PARISH,,NO,NO
10031,,,MONTBARD,AVE,,,BATON ROUGE,PARISH,,NO,NO
10032,,,CHAUMONT,AVE,,,BATON ROUGE,PARISH,,NO,NO
10033,,,GRAND CRUS,AVE,,,BATON ROUGE,PARISH,,NO,NO
10034,,,QUAIL GROVE,AVE,,,BATON ROUGE,PARISH,,NO,NO
1004,,,CHALMETTE,AVE,,,BATON ROUGE,PARISH,,NO,NO
1005,,,CHAMBERLAIN,AVE,,,BAKER,"BAKER,PARISH",,NO,NO
1006,,,CHAMBORD,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1007,,,CHANADIA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1008,W,,CHANADIA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1009,,,CHANCELLORSVILLE,AVE,,,BATON ROUGE,PARISH,,NO,NO
101,,,ADDISON,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1011,,,CHANDLER,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1012,,,CHANEY,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1013,,,CHANEY,RD,,,ZACHARY,PARISH,,NO,NO
1014,,,CHANOVE,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1015,,,CHANTICLEER,CT,,,BATON ROUGE,PARISH,,NO,NO
1016,,,CHANTILLY,AVE,,,BATON ROUGE,PARISH,,NO,NO
1017,,,CHAPARRAL,PL,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1018,,,CHAPEAU,DR,,,BAKER,BAKER,,NO,NO
1019,W,,CHAPEAU,DR,,,BAKER,BAKER,,NO,NO
102,,,ADELLA,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1020,,,CHAPELVIEW,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1021,,,CHAPELWOOD,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1023,,,CHARING CROSS,DR,,,BATON ROUGE,PARISH,,NO,NO
1024,,,CHARING WAY,AVE,,,BATON ROUGE,PARISH,,NO,NO
1025,,,CHARINGTON,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1026,,,CHARIOT,DR,,,BATON ROUGE,PARISH,,NO,NO
1027,,,CHARLENE,DR,,,BATON ROUGE,PARISH,,NO,NO
1028,,,CHARLES,AVE,,,BAKER,BAKER,,NO,NO
1029,,,CHARLES,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
103,N,,AFTON,PKWY,,,BATON ROUGE,BATON ROUGE,,NO,NO
1030,,,CHARLESTON,DR,,,PRIDE,CENTRAL,,NO,NO
1031,,,CHARLESTOWNE,LN,,,BATON ROUGE,BATON ROUGE,,YES,NO
1033,,,CHARLOTTE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1034,,,CHARLTON,RD,,,"BAKER,ZACHARY",PARISH,,NO,NO
1035,,,CHARMAINE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1036,,,CHARRY,DR,,,BAKER,BAKER,,NO,NO
1037,,,CHARTER OAK,DR,,,BATON ROUGE,PARISH,,NO,NO
1038,,,CHARTER,PL,,,BATON ROUGE,PARISH,,NO,NO
1039,,,CHARTER RIDGE,CT,,,BATON ROUGE,PARISH,,NO,NO
104,S,,AFTON,PKWY,,,BATON ROUGE,BATON ROUGE,,NO,NO
1040,,,CHASEFIELD,AVE,,,BATON ROUGE,PARISH,,NO,NO
1041,,,CHATAWA,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1042,,,CHATEAU,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1043,,,CHATEAU,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1044,,,CHATEAU ROUX,PL,,,ZACHARY,CENTRAL,,NO,NO
1045,,,CHATFIELD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1046,,,CHATSWORTH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1047,,,CHATTANOOGA,DR,,,BATON ROUGE,PARISH,,NO,NO
1048,,,CHAUCER,DR,,,BATON ROUGE,PARISH,,NO,NO
1049,,,CHAUMONT,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
105,,,AFTONSHIRE,LN,,,BATON ROUGE,PARISH,,YES,NO
1053,,,CHELSEA,DR,,,BATON ROUGE,PARISH,,NO,NO
1054,,,CHELWOOD,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1055,,,CHENANGO,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1056,,,CHEMIN,DR,,,BAKER,BAKER,,NO,NO
1057,,,CHENE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1058,,,CHEROKEE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1059,,,CHEROKEE ROSE,DR,,,ZACHARY,ZACHARY,,NO,NO
106,,,AIRLINE,HWY,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
1060,,,CHERRY BARK,DR,,,BATON ROUGE,PARISH,,NO,NO
1061,,,CHERRY HILL,AVE,,,BATON ROUGE,PARISH,,NO,NO
1062,,,CHERRY OAK,DR,,,BATON ROUGE,PARISH,,NO,NO
1063,,,CHERRY,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1064,,,CHERRY,ST,,,ZACHARY,ZACHARY,,NO,NO
1065,,,CHERRYDALE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1066,,,CHERRYLAKE,CT,,,BATON ROUGE,PARISH,,NO,NO
1067,,,CHERRYRIDGE,DR,,,BATON ROUGE,PARISH,,NO,NO
1068,,,CHERRYL,DR,,,BATON ROUGE,PARISH,,NO,NO
1069,,,CHERRYWOOD,DR,,,BATON ROUGE,PARISH,,NO,NO
107,E,,AIRPORT,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1070,,,CHERVIL,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1071,,,CHESAPEAKE,AVE,,,BATON ROUGE,PARISH,,NO,NO
1076,,,CHESTER,DR,,,BAKER,BAKER,,NO,NO
1077,,,CHESTER,DR,,,BATON ROUGE,PARISH,,NO,NO
1078,,,CHESTERFIELD,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1079,,,CHESTNUT,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
108,N,,AIRPORT,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1080,,,CHESTNUT,ST,,,ZACHARY,ZACHARY,,NO,NO
1081,,,CHEVELLE,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1082,,,CHEVELLE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1083,,,CHEVERNT,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1084,,,CHEYENNE,DR,,,BATON ROUGE,PARISH,,NO,NO
1085,,,CHICKAMAUGA,AVE,,,BATON ROUGE,PARISH,,NO,NO
1086,,,CHICKASAW,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1087,E,,CHIMES,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1088,W,,CHIMES,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1089,,,CHINN,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
109,,,AIRWAY,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1090,,,CHINON,CT,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1091,,,CHIPLEY,ST,,,BAKER,BAKER,,NO,NO
1092,,,CHIPPENDALE,DR,,,BATON ROUGE,PARISH,,NO,NO
1093,,,CHIPPENHAM,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1094,,,CHIPPEWA,ST,,,BATON ROUGE,"BATON ROUGE,PARISH",,NO,NO
1095,,,CHISHOLM,AVE,,,BATON ROUGE,PARISH,,NO,NO
1096,,,CHIVRE,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1097,,,CHOCTAW,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1098,S,,CHOCTAW,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1099,,,CHOPIN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
11,N,,12TH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
110,N,,AIRWAY,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1100,,,CHRIS EVERT,DR,,,BATON ROUGE,PARISH,,NO,NO
1101,,,CHRISTIAN PAUL,AVE,,,BATON ROUGE,PARISH,,NO,NO
1102,,,CHRISTIAN,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1103,,,CHRISTINA,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1104,,,CHRISTOPHER,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1105,,,CHRISTOPHER ESTATE,DR,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1106,,,CHRISTOPHER'S CROSSING,DR,,,BATON ROUGE,PARISH,,NO,NO
1107,,,CHUCK WAGON,DR,,,ZACHARY,PARISH,,NO,NO
1108,,,CHUCK YEAGER,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1109,,,CHURCH,ST,,,ZACHARY,ZACHARY,,NO,NO
111,,,ALABAMA,AVE,,,BAKER,BAKER,,NO,NO
1110,,,CHURCHILL,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1111,N,,CICERO,AVE,,,BATON ROUGE,PARISH,,NO,NO
1112,,,CIMMARON,DR,,,CENTRAL,CENTRAL,,NO,NO
1113,,,CINQUEFOIL,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1114,,,CIRCLE,DR,,,BAKER,BAKER,,NO,NO
1115,,,CIRCLE,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1117,,,CITADEL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1119,,,CITIPLACE,CT,,,BATON ROUGE,BATON ROUGE,SEE STREET NAME CHANGE LIST,NO,NO
112,,,ALABAMA,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1120,,,CITIPLACE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1121,,,CLAIBORNE,RD,,,BATON ROUGE,PARISH,,NO,NO
1122,,,CLAIREWOOD,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1123,,,CLAIRMONT,DR,,,BATON ROUGE,PARISH,,NO,NO
1124,,,CLARA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1125,,,CLARENDON,DR,,,BATON ROUGE,PARISH,,NO,NO
1126,,,CLARET,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1127,,,CLARK,ST,,,BAKER,BAKER,,NO,NO
1129,,,CLASSIQUE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
113,N,,ALAMEDA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1130,,,CLAUS,CIR,,,BATON ROUGE,PARISH,,NO,NO
1131,,,CLAYBROOK,DR,,,BATON ROUGE,PARISH,,NO,NO
1132,,,CLAYCUT,RD,,,BATON ROUGE,BATON ROUGE,,NO,NO
1133,,,CLAYTON,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1134,,,CLAYTON,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1135,,,CLEAR LAKE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1136,,,CLEAR OAK,AVE,,,CENTRAL,CENTRAL,,NO,NO
1137,,,CLEARVIEW,AVE,,,BATON ROUGE,PARISH,,NO,NO
1138,,,CLEO,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1139,,,CLEMATIS,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
114,S,,ALAMEDA,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1140,,,CLERMONT,ST,,,BAKER,BAKER,,NO,NO
1141,,,CLETUS,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1143,,,CLIFFHAVEN,DR,,,BATON ROUGE,PARISH,,YES,NO
1144,,,CLIFTON,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1145,,,CLINE,DR,,,BAKER,PARISH,,NO,NO
1146,,,CLINTON,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1147,,,CLINTON,CIR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1148,,,CLOUD,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1149,,,CLOUDLAND,DR,,,CENTRAL,CENTRAL,,NO,NO
115,,,ALAMO,DR,,,CENTRAL,CENTRAL,,NO,NO
1150,,,CLOVER,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1151,,,CLOVER RIDGE,AVE,,,BATON ROUGE,PARISH,,NO,NO
1152,,,CLOVERDALE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1153,S,,CLOVERDALE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1154,,,CLOVERLAND,AVE,,,BATON ROUGE,PARISH,,NO,NO
1155,,,CLOVERLAND,CT,,,BATON ROUGE,PARISH,,YES,NO
1156,,,CLOVERLAND PARK,DR,,,BATON ROUGE,PARISH,,YES,NO
1157,,,CLUB VIEW,DR,,,BATON ROUGE,PARISH,,YES,NO
1158,,,CLUB VIEW EAST,CT,,,BATON ROUGE,PARISH,,YES,NO
1159,,,COBB,ST,,,ZACHARY,ZACHARY,,NO,NO
116,,,ALASKA,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1160,,,COBBLESTONE,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1161,,,COCODRIE,AVE,,,BATON ROUGE,PARISH,,NO,NO
1162,,,CODY,DR,,,BATON ROUGE,PARISH,,NO,NO
1163,,,CODY,DR,,,BAKER,BAKER,,NO,NO
1164,,,CO-ED,PL,,,BATON ROUGE,BATON ROUGE,,NO,NO
1165,,,COFFEE,RD,,,BATON ROUGE,PARISH,,NO,NO
1166,,,COLDWATER CREEK,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1167,,,COLD HARBOUR,AVE,,,BATON ROUGE,PARISH,,NO,NO
1168,,,COLE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1169,,,COLFAX,DR,,,BAKER,PARISH,,NO,NO
117,,,ALBA,DR,,,BAKER,BAKER,,NO,NO
1170,,,COLISEUM,AVE,,,BATON ROUGE,PARISH,,NO,NO
1171,E,,COLISEUM,AVE,,,BATON ROUGE,PARISH,,NO,NO
1172,,,COLLEEN,CT,,,BATON ROUGE,BATON ROUGE,,YES,NO
1173,,,COLLEGE,AVE,,,BAKER,BAKER,,NO,NO
1174,,,COLLEGE,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1176,,,COLLEGE HILL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1177,N,,COLLEGE HILL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1178,,,COLLINS,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
118,,,ALBANY,ST,,,BATON ROUGE,PARISH,,NO,NO
1180,,,COLONEL ALLEN,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
1181,,,COLONEL GIBSON,CIR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1182,,,COLONIAL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1183,N,,COLONY WAY,PL,,,BATON ROUGE,PARISH,,NO,NO
1184,S,,COLONY WAY,PL,,,BATON ROUGE,PARISH,,NO,NO
1185,W,,COLONY WAY,PL,,,BATON ROUGE,PARISH,,NO,NO
1186,,,COLORADO,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1187,,,COLUMBINE,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1188,S,,COLUMBINE,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
1189,S,,COLUMBINE,CT,,,BATON ROUGE,BATON ROUGE,,NO,NO
119,,,ALBATROSS,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1191,,,COLUMBUS DUNN,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1193,,,COMAL,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1194,,,COMANCHE,AVE,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1195,,,COMISH,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1196,,,COMITE ACRES,AVE,,,BAKER,PARISH,,NO,NO
1197,,,COMITE,DR,,,BAKER,"BAKER,CENTRAL,PARISH",,NO,NO
1198,,,COMMERCE,AVE,,,BATON ROUGE,BATON ROUGE,,NO,NO
1199,,,COMMERCIAL,AVE,,,BATON ROUGE,PARISH,,NO,NO
12,S,,12TH,ST,,,BATON ROUGE,BATON ROUGE,,NO,NO
120,,,ALBERT,DR,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200,,,COMMISSION,AVE,,,BATON ROUGE,PARISH,,NO,NO
1200001,,,PRIVATE DRIVEWAY,,,,BAKER,PARISH,,NO,NO
1200003,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,PARISH,,NO,NO
1200004,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,PARISH,,NO,NO
1200005,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,PARISH,,NO,NO
1200006,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200007,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200008,,,PRIVATE DRIVEWAY,,,,ZACHARY,PARISH,,NO,NO
1200009,,,PRIVATE DRIVEWAY,,,,ZACHARY,PARISH,,NO,NO
1200011,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,PARISH,,NO,NO
1200012,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,PARISH,,NO,NO
1200013,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200014,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200015,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200016,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200017,,,PRIVATE DRIVEWAY,,,,CENTRAL,CENTRAL,,NO,NO
1200018,,,PRIVATE DRIVEWAY,,,,ZACHARY,PARISH,,NO,NO
1200019,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200020,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200021,,,PRIVATE DRIVEWAY,,,,GREENWELL SPRINGS,CENTRAL,,NO,NO
1200022,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200023,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200024,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,PARISH,,NO,NO
1200025,,,PRIVATE DRIVEWAY,,,,ZACHARY,ZACHARY,,NO,NO
1200026,,,PRIVATE DRIVEWAY,,,,BAKER,PARISH,,NO,NO
1200027,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200028,,,PRIVATE DRIVEWAY,,,,ZACHARY,ZACHARY,,NO,NO
1200029,,,PRIVATE DRIVEWAY,,,,ZACHARY,ZACHARY,,NO,NO
1200030,,,PRIVATE DRIVEWAY,,,,CLINTON,PARISH,,NO,NO
1200031,,,PRIVATE DRIVEWAY,,,,BAKER,CENTRAL,,NO,NO
1200032,,,PRIVATE DRIVEWAY,,,,CENTRAL,CENTRAL,,NO,NO
1200033,,,PRIVATE DRIVEWAY,,,,CENTRAL,CENTRAL,,NO,NO
1200034,,,PRIVATE DRIVEWAY,,,,ZACHARY,CENTRAL,,NO,NO
1200035,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,PARISH,,NO,NO
1200036,,,PRIVATE DRIVEWAY,,,,BATON ROUGE,BATON ROUGE,,NO,NO
1200037,,,PRIVATE DRIVEWAY,,,,PRIDE,PARISH,,NO,NO
1200038,,,PRIVATE DRIVEWAY,,,,PRIDE,PARISH,,NO,NO
1200039,,,PRIVATE DRIVEWAY,,,,PRIDE,PARISH,,NO,NO
